customer_id,age,gender,annual_income,spending_score,membership_years,online_purchases,discount_usage,churn,gender_encoded,income_per_purchase,spending_to_income_ratio,engagement_score,discount_sensitivity,age_group
488,40,Male,142813,55,3.4,159,0.79,True,1,892.58125,0.3851190017715474,540.6,43.45,Millennials
489,26,Male,99063,53,5.6,42,0.26,True,1,2303.7906976744184,0.535013072489224,235.2,13.780000000000001,Millennials
490,29,Male,22454,56,5.9,68,0.71,False,1,325.42028985507244,2.4939877082034383,401.20000000000005,39.76,Millennials
491,18,Female,40878,98,6.2,189,0.21,True,0,215.14736842105262,2.397377562503058,1171.8,20.58,Gen Z
492,18,Male,71098,9,2.1,189,0.04,False,1,374.2,0.12658583926411432,396.90000000000003,0.36,Gen Z
493,64,Male,82154,22,4.1,70,0.2,True,1,1157.0985915492959,0.26778976069333205,287.0,4.4,Seniors
494,51,Female,32991,13,6.4,78,0.18,True,0,417.60759493670884,0.39404686126519356,499.20000000000005,2.34,Gen X
495,49,Female,88344,89,9.7,196,0.34,False,0,448.4467005076142,1.0074255184279635,1901.1999999999998,30.26,Gen X
496,65,Female,124946,48,7.4,90,0.42,True,0,1373.032967032967,0.38416595969458806,666.0,20.16,Seniors
497,42,Male,56593,18,9.3,111,0.51,False,1,505.29464285714283,0.3180605375223084,1032.3000000000002,9.18,Gen X
498,57,Male,56304,76,7.7,112,0.48,True,1,498.2654867256637,1.3498152884342143,862.4,36.48,Gen X
499,62,Female,50386,40,6.1,103,0.27,False,0,484.4807692307692,0.7938713134600881,628.3,10.8,Seniors
500,18,Female,75220,17,2.3,145,0.03,True,0,515.2054794520548,0.22600372241425154,333.5,0.51,Gen Z
501,33,Female,133613,15,6.8,19,0.61,False,0,6680.65,0.1122645251584801,129.2,9.15,Millennials
502,56,Female,89338,15,6.4,179,0.4,True,0,496.3222222222222,0.16790167677807877,1145.6000000000001,6.0,Gen X
503,22,Female,114289,79,6.2,70,0.3,False,0,1609.7042253521126,0.6912301271338449,434.0,23.7,Gen Z
504,39,Female,41083,63,5.2,63,0.87,False,0,641.921875,1.5334810018742546,327.6,54.81,Millennials
505,46,Male,38354,39,5.5,75,0.75,False,1,504.6578947368421,1.0168430932888355,412.5,29.25,Gen X
506,20,Male,42190,13,3.7,158,0.86,True,1,265.34591194968556,0.3081298885991941,584.6,11.18,Gen Z
507,29,Male,26142,81,5.4,153,0.49,False,1,169.75324675324674,3.0984622446637595,826.2,39.69,Millennials
508,43,Female,48398,32,2.4,104,0.13,False,0,460.93333333333334,0.6611843464605975,249.6,4.16,Gen X
509,33,Female,71971,9,8.1,75,0.7,False,0,946.9868421052631,0.12505036750913562,607.5,6.3,Millennials
510,68,Female,61862,40,2.3,128,0.21,True,0,479.5503875968992,0.6466004978823834,294.4,8.4,Seniors
511,54,Female,118668,20,1.3,199,0.44,False,0,593.34,0.16853743216368355,258.7,8.8,Gen X
512,39,Female,73410,90,4.6,154,0.07,False,0,473.61290322580646,1.2259910093992643,708.4,6.300000000000001,Millennials
513,46,Female,39503,91,6.8,56,0.83,False,0,693.0350877192982,2.3036225096828087,380.8,75.53,Gen X
514,31,Male,145438,85,4.7,22,0.13,False,1,6323.391304347826,0.5844414802183748,103.4,11.05,Millennials
515,45,Male,68456,82,3.1,89,0.9,False,1,760.6222222222223,1.1978497136847026,275.90000000000003,73.8,Gen X
516,22,Female,120167,77,5.8,19,0.86,False,0,6008.35,0.6407749215674853,110.2,66.22,Gen Z
517,64,Male,102035,80,3.8,159,0.46,True,1,637.71875,0.7840446905473611,604.1999999999999,36.800000000000004,Seniors
518,66,Female,125388,73,9.4,26,0.74,True,0,4644.0,0.582192873321211,244.4,54.019999999999996,Seniors
519,47,Male,28016,63,9.3,170,0.62,False,1,163.83625730994152,2.248715019988578,1581.0000000000002,39.06,Gen X
520,63,Female,22384,76,5.3,169,0.8,False,0,131.6705882352941,3.3952823445318083,895.6999999999999,60.800000000000004,Seniors
521,69,Female,82320,44,3.6,23,0.43,False,0,3430.0,0.5344995140913509,82.8,18.919999999999998,Seniors
522,22,Male,35072,38,7.5,47,0.79,False,1,730.6666666666666,1.083485401459854,352.5,30.020000000000003,Gen Z
523,29,Male,122239,83,0.8,13,0.46,True,1,8731.357142857143,0.6789977012246501,10.4,38.18,Millennials
524,33,Female,131431,60,5.0,66,0.94,False,0,1961.6567164179105,0.4565133035585212,330.0,56.4,Millennials
525,43,Female,100018,71,3.7,194,0.49,False,0,512.9128205128205,0.70987222299986,717.8000000000001,34.79,Gen X
526,43,Male,60510,99,9.2,144,0.46,False,1,417.3103448275862,1.6360932077342587,1324.8,45.54,Gen X
527,65,Male,68933,48,0.6,73,0.79,True,1,931.527027027027,0.6963283188023153,43.8,37.92,Seniors
528,38,Female,41826,18,5.8,156,0.82,False,0,266.4076433121019,0.4303543250609669,904.8,14.76,Millennials
529,56,Male,88026,16,7.5,77,0.55,False,1,1128.5384615384614,0.1817644786767546,577.5,8.8,Gen X
530,53,Female,141668,55,5.1,163,0.18,False,0,863.829268292683,0.3882316401727984,831.3,9.9,Gen X
531,50,Female,131628,39,1.3,169,0.47,True,0,774.2823529411764,0.29628954325827334,219.70000000000002,18.33,Gen X
532,47,Female,45518,68,9.7,31,0.97,True,0,1422.4375,1.4939144953644712,300.7,65.96,Gen X
533,54,Female,44045,59,5.4,85,0.75,False,0,512.1511627906976,1.33953910773073,459.00000000000006,44.25,Gen X
534,40,Male,70876,89,6.3,160,0.81,False,1,440.22360248447205,1.2557142050905807,1008.0,72.09,Millennials
535,27,Male,112446,96,2.7,182,0.03,True,1,614.4590163934427,0.8537431300357505,491.40000000000003,2.88,Millennials
536,22,Male,110102,62,5.1,59,0.47,False,1,1835.0333333333333,0.5631142031934024,300.9,29.139999999999997,Gen Z
537,53,Male,71919,13,4.6,41,0.65,False,1,1712.357142857143,0.18075890932855018,188.6,8.450000000000001,Gen X
538,51,Male,119441,81,1.2,112,0.83,False,1,1057.0,0.6781590910993712,134.4,67.22999999999999,Gen X
539,69,Male,47103,6,1.5,194,0.05,False,1,241.55384615384617,0.1273804216291956,291.0,0.30000000000000004,Seniors
540,48,Male,138805,83,8.5,96,0.85,False,1,1430.979381443299,0.5979611685458016,816.0,70.55,Gen X
541,27,Female,56188,77,2.8,182,0.55,True,0,307.0382513661202,1.370399373531715,509.59999999999997,42.35,Millennials
542,36,Male,25845,60,2.4,168,0.2,False,1,152.92899408284023,2.321532211259431,403.2,12.0,Millennials
543,49,Male,106698,90,5.3,122,0.32,False,1,867.4634146341464,0.8435022212225158,646.6,28.8,Gen X
544,18,Female,56674,14,7.8,156,0.28,True,0,360.9808917197452,0.24702685534813143,1216.8,3.9200000000000004,Gen Z
545,22,Male,138325,95,1.1,165,0.53,False,1,833.2831325301205,0.6867883607446231,181.50000000000003,50.35,Gen Z
546,62,Male,39337,54,6.0,105,0.05,False,1,371.10377358490564,1.3727533873960902,630.0,2.7,Seniors
547,21,Female,42313,4,1.6,193,0.16,False,0,218.10824742268042,0.09453359487627916,308.8,0.64,Gen Z
548,33,Male,46943,39,0.8,74,0.81,True,1,625.9066666666666,0.8307947936859595,59.2,31.590000000000003,Millennials
549,41,Male,97949,72,1.0,183,0.13,True,1,532.3315217391304,0.7350764173192171,183.0,9.36,Gen X
550,33,Male,20276,25,8.4,132,0.23,True,1,152.45112781954887,1.2329848096271454,1108.8,5.75,Millennials
551,19,Female,71151,77,1.6,99,0.45,True,0,711.51,1.0822054503801775,158.4,34.65,Gen Z
552,66,Male,37611,32,0.9,126,0.52,False,1,296.1496062992126,0.85081492116668,113.4,16.64,Seniors
553,45,Male,124641,59,4.7,138,0.76,False,1,896.6978417266187,0.4733594884508308,648.6,44.84,Gen X
554,49,Female,31944,63,8.5,175,0.45,True,0,181.5,1.9722013523666415,1487.5,28.35,Gen X
555,44,Male,72887,38,3.0,75,0.79,False,1,959.0394736842105,0.5213549741380493,225.0,30.020000000000003,Gen X
556,37,Female,101442,92,4.5,14,0.62,False,0,6762.8,0.906922182133633,63.0,57.04,Millennials
557,41,Female,69847,53,0.9,38,0.11,False,0,1790.948717948718,0.7588013801594915,34.2,5.83,Gen X
558,29,Male,78653,94,4.8,140,0.16,False,1,557.822695035461,1.1951228815175519,672.0,15.040000000000001,Millennials
559,67,Female,106072,67,6.0,45,0.44,True,0,2305.913043478261,0.6316464288407874,270.0,29.48,Seniors
560,52,Female,142589,28,5.9,145,0.4,False,0,976.6369863013699,0.19636858383185238,855.5,11.200000000000001,Gen X
561,50,Male,76622,3,3.7,163,0.74,False,1,467.2073170731707,0.039153245804077155,603.1,2.2199999999999998,Gen X
562,50,Female,47810,98,3.5,194,0.58,True,0,245.17948717948718,2.049780380673499,679.0,56.839999999999996,Gen X
563,68,Female,97842,80,1.5,75,0.39,False,0,1287.3947368421052,0.8176447742278368,112.5,31.200000000000003,Seniors
564,60,Male,142225,22,4.0,169,0.17,False,1,836.6176470588235,0.15468447881877306,676.0,3.74,Gen X
565,54,Male,30503,96,1.4,195,0.23,False,1,155.62755102040816,3.1472314198603417,273.0,22.080000000000002,Gen X
566,29,Male,104761,38,7.8,29,0.58,True,1,3492.0333333333333,0.36273040539895574,226.2,22.04,Millennials
567,20,Female,56976,72,9.7,18,0.42,True,0,2998.7368421052633,1.2636899747262005,174.6,30.24,Gen Z
568,18,Male,146439,72,9.7,20,0.51,True,1,6973.285714285715,0.49167230041177556,194.0,36.72,Gen Z
569,50,Female,31590,62,8.7,14,0.17,True,0,2106.0,1.9626464070908516,121.79999999999998,10.540000000000001,Gen X
570,57,Female,143421,57,6.2,162,0.66,False,0,879.8834355828221,0.3974313385069132,1004.4,37.620000000000005,Gen X
571,27,Female,30886,6,7.2,177,0.85,True,0,173.51685393258427,0.1942627727773101,1274.4,5.1,Millennials
572,60,Female,32866,78,3.2,54,0.26,True,0,597.5636363636364,2.373273291547496,172.8,20.28,Gen X
573,61,Female,86624,32,6.5,31,0.49,False,0,2707.0,0.3694126339120798,201.5,15.68,Seniors
574,46,Female,88899,99,4.8,58,0.98,False,0,1506.7627118644068,1.1136233253467418,278.4,97.02,Gen X
575,30,Female,52792,10,5.1,104,0.33,True,0,502.7809523809524,0.18942263979390817,530.4,3.3000000000000003,Millennials
576,29,Male,29764,3,7.7,170,0.6,True,1,174.05847953216374,0.10079290417954576,1309.0,1.7999999999999998,Millennials
577,48,Male,140832,59,3.2,186,0.09,True,1,753.1122994652407,0.4189388775278346,595.2,5.31,Gen X
578,63,Female,145838,76,3.5,128,0.61,True,0,1130.5271317829458,0.5211261811050618,448.0,46.36,Seniors
579,19,Female,140356,49,9.3,158,0.09,False,0,882.7421383647799,0.3491122574026048,1469.4,4.41,Gen Z
580,68,Male,106156,59,1.0,25,0.96,False,1,4082.923076923077,0.5557858246354421,25.0,56.64,Seniors
581,67,Female,62727,31,5.1,191,0.72,False,0,326.703125,0.49420504726832143,974.0999999999999,22.32,Seniors
582,52,Male,98471,93,9.2,19,0.79,False,1,4923.55,0.9444404951711671,174.79999999999998,73.47,Gen X
583,40,Male,28068,69,6.3,136,0.7,True,1,204.87591240875912,2.4583155194527575,856.8,48.3,Millennials
584,34,Male,136923,62,5.7,3,0.59,False,1,34230.75,0.4528092431512602,17.1,36.58,Millennials
585,43,Female,27295,52,2.9,195,0.45,False,0,139.26020408163265,1.9051108261586371,565.5,23.400000000000002,Gen X
586,25,Female,61160,89,3.8,86,0.86,False,0,702.9885057471264,1.4551994767822105,326.8,76.53999999999999,Gen Z
587,46,Male,31390,41,8.6,145,0.96,False,1,215.0,1.3061484549219498,1247.0,39.36,Gen X
588,43,Male,126752,31,5.8,142,0.5,False,1,886.3776223776224,0.24457207775814188,823.6,15.5,Gen X
589,27,Male,40131,85,5.4,9,0.93,False,1,4013.1,2.1180633425531386,48.6,79.05,Millennials
590,43,Male,114754,84,1.4,190,0.58,False,1,600.8062827225131,0.7320006274291092,266.0,48.72,Gen X
591,51,Male,95969,22,0.7,94,0.54,False,1,1010.2,0.22924069230689076,65.8,11.88,Gen X
592,68,Female,35038,4,9.7,149,0.45,True,0,233.58666666666667,0.11416176722415664,1445.3,1.8,Seniors
593,58,Male,72327,13,4.1,165,0.21,False,1,435.7048192771084,0.17973923984127643,676.4999999999999,2.73,Gen X
594,24,Female,113718,45,6.2,139,0.0,False,0,812.2714285714286,0.39571571782831216,861.8000000000001,0.0,Gen Z
595,21,Male,97064,42,1.3,20,0.24,False,1,4622.0952380952385,0.432704195170197,26.0,10.08,Gen Z
596,67,Female,41281,49,7.0,35,0.51,False,0,1146.6944444444443,1.186986749352002,245.0,24.990000000000002,Seniors
597,62,Female,74189,20,9.4,53,0.38,False,0,1373.8703703703704,0.26958174392430145,498.20000000000005,7.6,Seniors
598,28,Female,68511,77,6.0,175,0.45,True,0,389.26704545454544,1.1239071098071842,1050.0,34.65,Millennials
599,46,Female,142115,81,1.7,110,0.98,True,0,1280.3153153153153,0.5699609471202899,187.0,79.38,Gen X
600,53,Female,28605,54,6.0,180,0.35,False,0,158.03867403314916,1.8877818563188253,1080.0,18.9,Gen X
601,42,Female,120318,36,7.8,136,0.45,False,0,878.2335766423357,0.29920710118186805,1060.8,16.2,Gen X
602,38,Male,21381,97,4.4,4,0.13,True,1,4276.2,4.536738225527337,17.6,12.610000000000001,Millennials
603,53,Female,86634,1,8.9,155,0.05,True,0,555.3461538461538,0.011542812290786528,1379.5,0.05,Gen X
604,27,Male,39810,15,6.7,172,0.78,False,1,230.11560693641619,0.37678975131876413,1152.4,11.700000000000001,Millennials
605,54,Female,138343,77,9.0,168,0.57,False,0,818.5976331360947,0.5565876119500083,1512.0,43.88999999999999,Gen X
606,26,Female,44322,17,6.4,102,0.76,False,0,430.31067961165047,0.3835566987049321,652.8000000000001,12.92,Millennials
607,41,Male,61869,24,1.7,47,0.15,False,1,1288.9375,0.38791640401493477,79.89999999999999,3.5999999999999996,Gen X
608,52,Female,52955,58,3.4,94,0.57,False,0,557.421052631579,1.0952695685015579,319.59999999999997,33.059999999999995,Gen X
609,66,Male,81388,72,2.4,172,0.25,False,1,470.4508670520231,0.8846512999459379,412.8,18.0,Seniors
610,52,Male,130252,91,9.1,48,0.23,False,1,2658.204081632653,0.6986457021773178,436.79999999999995,20.93,Gen X
611,65,Male,30207,23,7.7,91,0.01,False,1,328.3369565217391,0.7614129175356705,700.7,0.23,Seniors
612,53,Male,107329,46,6.9,180,0.13,True,1,592.9779005524862,0.42858873184321106,1242.0,5.98,Gen X
613,35,Female,87628,72,3.4,84,0.31,True,0,1030.9176470588236,0.8216551787100014,285.59999999999997,22.32,Millennials
614,66,Female,48220,8,2.2,68,0.12,False,0,698.8405797101449,0.1659062629614268,149.60000000000002,0.96,Seniors
615,56,Male,104050,59,7.7,139,0.99,True,1,743.2142857142857,0.5670350792888035,1070.3,58.41,Gen X
616,49,Female,123546,90,5.0,125,0.31,False,0,980.5238095238095,0.7284736049730465,625.0,27.9,Gen X
617,41,Female,94085,59,2.6,73,0.13,True,0,1271.418918918919,0.6270925227188181,189.8,7.67,Gen X
618,40,Male,42031,13,6.4,4,0.2,False,1,8406.2,0.30929551997335303,25.6,2.6,Millennials
619,49,Female,90721,39,0.9,76,0.59,False,0,1178.1948051948052,0.42988944125395445,68.4,23.009999999999998,Gen X
620,54,Male,100807,28,3.6,73,0.06,False,1,1362.2567567567567,0.2777584889938199,262.8,1.68,Gen X
621,29,Male,91312,89,5.0,77,0.86,False,1,1170.6666666666667,0.9746802172770282,385.0,76.53999999999999,Millennials
622,66,Female,79766,61,1.9,48,0.96,True,0,1627.8775510204082,0.7647368553017576,91.19999999999999,58.559999999999995,Seniors
623,30,Female,32449,16,9.9,154,0.25,False,0,209.3483870967742,0.49308145089216926,1524.6000000000001,4.0,Millennials
624,40,Female,109833,2,2.5,102,0.45,False,0,1066.3398058252428,0.018209463458159204,255.0,0.9,Millennials
625,42,Male,76699,82,1.7,106,0.02,False,1,716.8130841121496,1.0691143300434165,180.2,1.6400000000000001,Gen X
626,52,Male,126127,17,2.4,77,0.64,False,1,1617.0128205128206,0.13478478041973566,184.79999999999998,10.88,Gen X
627,58,Female,101253,30,7.8,39,0.41,False,0,2531.325,0.29628751740689163,304.2,12.299999999999999,Gen X
628,47,Female,125659,13,4.5,58,0.27,False,0,2129.813559322034,0.10345458741514735,261.0,3.5100000000000002,Gen X
629,34,Female,124769,96,5.9,19,0.21,True,0,6238.45,0.7694218916557799,112.10000000000001,20.16,Millennials
630,66,Female,131041,93,0.7,88,0.65,True,0,1472.370786516854,0.7097015437916377,61.599999999999994,60.45,Seniors
631,37,Male,136185,94,0.8,113,0.42,True,1,1194.6052631578948,0.6902375445166501,90.4,39.48,Millennials
632,65,Female,66092,82,4.7,77,0.18,False,0,847.3333333333334,1.2406947890818858,361.90000000000003,14.76,Seniors
633,42,Male,83671,13,8.3,77,0.69,True,1,1072.7051282051282,0.15537043898124797,639.1,8.969999999999999,Gen X
634,39,Male,30350,43,8.9,186,0.57,False,1,162.29946524064172,1.4168039538714992,1655.4,24.509999999999998,Millennials
635,30,Female,116158,85,1.3,28,0.86,False,0,4005.448275862069,0.7317619105012139,36.4,73.1,Millennials
636,36,Female,120859,94,5.6,66,0.12,False,0,1803.865671641791,0.7777658262934494,369.59999999999997,11.28,Millennials
637,66,Female,140097,21,9.2,10,0.79,True,0,12736.09090909091,0.149896143386368,92.0,16.59,Seniors
638,53,Male,145222,55,4.2,126,0.67,True,1,1143.4803149606298,0.37873049537948794,529.2,36.85,Gen X
639,29,Female,88487,81,8.4,58,0.12,True,0,1499.7796610169491,0.9153887011651429,487.20000000000005,9.719999999999999,Millennials
640,58,Female,37622,40,1.8,142,0.69,True,0,263.09090909090907,1.0632076976237308,255.6,27.599999999999998,Gen X
641,36,Male,143853,83,9.4,125,0.44,True,1,1141.6904761904761,0.5769778871486865,1175.0,36.52,Millennials
642,29,Female,90263,15,7.6,112,0.94,True,0,798.787610619469,0.16618104871320474,851.1999999999999,14.1,Millennials
643,26,Male,73117,73,9.4,84,0.14,False,1,860.2,0.9983998249381129,789.6,10.22,Millennials
644,24,Female,123990,52,6.9,143,0.64,False,0,861.0416666666666,0.4193886603758368,986.7,33.28,Gen Z
645,45,Male,78394,74,4.0,96,0.38,False,1,808.1855670103092,0.9439497920759242,384.0,28.12,Gen X
646,31,Female,122005,95,9.4,33,0.96,False,0,3588.3823529411766,0.7786566124339166,310.2,91.2,Millennials
647,48,Female,121084,53,3.1,145,0.33,False,0,829.3424657534247,0.4377126622840342,449.5,17.490000000000002,Gen X
648,69,Male,43782,87,3.7,152,0.96,False,1,286.15686274509807,1.9871179936960395,562.4,83.52,Seniors
649,36,Male,136276,52,7.2,158,0.9,False,1,857.0817610062893,0.3815785611553025,1137.6000000000001,46.800000000000004,Millennials
650,64,Female,48454,30,7.8,190,0.27,True,0,253.68586387434556,0.6191439303256697,1482.0,8.100000000000001,Seniors
651,33,Male,87904,33,9.3,141,0.8,True,1,619.0422535211268,0.3754095376774663,1311.3000000000002,26.400000000000002,Millennials
652,22,Male,149936,57,2.4,190,1.0,False,1,785.0052356020942,0.3801622025397503,456.0,57.0,Gen Z
653,52,Male,35592,52,8.1,47,0.25,False,1,741.5,1.4610024724657227,380.7,13.0,Gen X
654,29,Male,42173,9,7.5,112,0.44,False,1,373.21238938053096,0.21340668200033197,840.0,3.96,Millennials
655,42,Female,53204,54,1.1,144,0.52,False,0,366.92413793103447,1.0149612811066837,158.4,28.080000000000002,Gen X
656,69,Female,55596,1,4.2,194,0.29,True,0,285.10769230769233,0.017986905532772143,814.8000000000001,0.29,Seniors
657,38,Male,54324,44,3.2,43,0.02,False,1,1234.6363636363637,0.809955084308961,137.6,0.88,Millennials
658,53,Male,142258,99,3.4,8,0.22,False,1,15806.444444444445,0.6959186829563188,27.2,21.78,Gen X
659,40,Male,131668,75,9.8,3,0.28,True,1,32917.0,0.5696144849166085,29.400000000000002,21.000000000000004,Millennials
660,33,Male,81202,98,6.6,125,0.44,True,1,644.4603174603175,1.2068668259402477,825.0,43.12,Millennials
661,56,Female,109400,80,7.3,12,0.17,False,0,8415.384615384615,0.7312614259597806,87.6,13.600000000000001,Gen X
662,62,Female,144184,9,9.8,84,0.87,True,0,1696.2823529411764,0.062420240803417855,823.2,7.83,Seniors
663,59,Male,133365,32,4.1,16,0.7,False,1,7845.0,0.2399430135342856,65.6,22.4,Gen X
664,56,Male,50750,15,8.1,78,0.09,False,1,642.4050632911392,0.2955665024630542,631.8,1.3499999999999999,Gen X
665,31,Male,96112,12,4.6,59,0.65,False,1,1601.8666666666666,0.12485433660729149,271.4,7.800000000000001,Millennials
666,48,Female,36566,97,8.8,177,0.65,False,0,205.42696629213484,2.6527375157249904,1557.6000000000001,63.050000000000004,Gen X
667,22,Male,27190,78,2.2,63,0.96,False,1,424.84375,2.8687017285766827,138.60000000000002,74.88,Gen Z
668,52,Female,108607,57,9.5,190,0.0,False,0,568.6230366492147,0.5248280497573822,1805.0,0.0,Gen X
669,40,Male,58333,8,2.6,49,0.25,False,1,1166.66,0.13714364082080469,127.4,2.0,Millennials
670,46,Female,141929,72,3.6,51,0.93,True,0,2729.403846153846,0.5072959014718627,183.6,66.96000000000001,Gen X
671,60,Male,100905,27,7.7,33,0.93,False,1,2967.794117647059,0.2675784153411625,254.1,25.110000000000003,Gen X
672,28,Female,109571,62,4.2,30,0.72,False,0,3534.548387096774,0.5658431519288863,126.0,44.64,Millennials
673,35,Male,140263,12,6.3,187,0.77,True,1,746.0797872340426,0.08555356722728018,1178.1,9.24,Millennials
674,64,Male,21589,65,4.7,76,0.09,False,1,280.3766233766234,3.010792533234518,357.2,5.85,Seniors
675,29,Male,144467,42,7.6,15,0.51,True,1,9029.1875,0.29072383312451977,114.0,21.42,Millennials
676,26,Female,45235,62,2.7,82,0.23,False,0,545.0,1.3706200950591356,221.4,14.26,Millennials
677,27,Male,20159,11,1.1,92,0.18,False,1,216.76344086021504,0.5456619872017461,101.2,1.98,Millennials
678,61,Female,32145,43,3.3,23,0.81,False,0,1339.375,1.3376885985378753,75.89999999999999,34.830000000000005,Seniors
679,34,Female,100909,95,5.0,94,0.14,False,0,1062.2,0.9414422895876483,470.0,13.3,Millennials
680,55,Male,51921,17,2.1,45,0.47,False,1,1128.7173913043478,0.3274205042275765,94.5,7.989999999999999,Gen X
681,24,Male,124859,97,3.9,62,0.94,False,1,1981.888888888889,0.7768763164849951,241.79999999999998,91.17999999999999,Gen Z
682,63,Male,36237,32,4.3,199,0.19,False,1,181.185,0.883075309766261,855.6999999999999,6.08,Seniors
683,30,Female,127507,93,1.0,15,0.98,False,0,7969.1875,0.7293717207682715,15.0,91.14,Millennials
684,57,Male,28244,85,6.0,46,0.99,False,1,600.936170212766,3.0094887409715336,276.0,84.15,Gen X
685,59,Female,34743,85,8.9,64,0.56,False,0,534.5076923076923,2.4465359928618713,569.6,47.6,Gen X
686,26,Female,117102,40,1.9,174,0.17,False,0,669.1542857142857,0.3415825519632457,330.59999999999997,6.800000000000001,Millennials
687,67,Male,66101,23,6.2,184,0.32,False,1,357.3027027027027,0.3479523759095929,1140.8,7.36,Seniors
688,44,Male,131645,56,6.8,172,0.42,False,1,760.9537572254335,0.4253864559990885,1169.6,23.52,Gen X
689,19,Male,141534,6,4.5,75,0.31,False,1,1862.2894736842106,0.04239264063758531,337.5,1.8599999999999999,Gen Z
690,22,Male,104227,86,7.2,157,0.28,True,1,659.6645569620254,0.8251220892858856,1130.4,24.080000000000002,Gen Z
691,46,Male,119532,50,4.4,190,0.97,False,1,625.8219895287958,0.41829802897968743,836.0000000000001,48.5,Gen X
692,54,Male,76378,37,5.3,52,0.15,True,1,1441.0943396226414,0.48443269004163503,275.59999999999997,5.55,Gen X
693,55,Female,91126,64,0.6,182,0.73,False,0,497.95628415300547,0.7023242543291706,109.2,46.72,Gen X
694,36,Female,76071,54,7.1,88,0.0,False,0,854.7303370786517,0.709863154158615,624.8,0.0,Millennials
695,25,Female,91121,72,6.8,57,0.6,False,0,1571.051724137931,0.7901581413724608,387.59999999999997,43.199999999999996,Gen Z
696,65,Male,94763,49,0.9,83,0.92,True,1,1128.1309523809523,0.5170794508405179,74.7,45.080000000000005,Seniors
697,62,Female,113814,99,4.0,66,0.29,False,0,1698.7164179104477,0.869840265696663,264.0,28.709999999999997,Seniors
698,18,Female,124350,11,9.8,150,0.19,False,0,823.5099337748344,0.08845999195818255,1470.0,2.09,Gen Z
699,39,Female,32237,88,4.5,20,0.65,False,0,1535.095238095238,2.7297825480038465,90.0,57.2,Millennials
700,69,Female,35649,49,5.3,33,0.71,False,0,1048.5,1.3745126090493422,174.9,34.79,Seniors
701,34,Female,57713,21,9.1,72,0.69,False,0,790.5890410958904,0.3638694921421517,655.1999999999999,14.489999999999998,Millennials
702,24,Male,93463,66,7.3,25,0.32,False,1,3594.730769230769,0.7061617966468015,182.5,21.12,Gen Z
703,42,Male,65409,63,6.0,46,0.25,False,1,1391.6808510638298,0.963170205934963,276.0,15.75,Gen X
704,62,Female,68766,83,8.1,73,0.96,False,0,929.2702702702703,1.2069918273565425,591.3,79.67999999999999,Seniors
705,21,Female,66154,28,8.7,98,0.92,False,0,668.2222222222222,0.42325482963993105,852.5999999999999,25.76,Gen Z
706,53,Female,27016,17,4.8,57,0.46,True,0,465.7931034482759,0.6292567367485934,273.59999999999997,7.82,Gen X
707,23,Male,99563,6,5.0,87,0.85,True,1,1131.3977272727273,0.06026335084318472,435.0,5.1,Gen Z
708,48,Male,68688,19,4.2,133,0.45,False,1,512.5970149253732,0.2766130910784999,558.6,8.55,Gen X
709,36,Female,109678,56,9.7,55,0.42,False,0,1958.5357142857142,0.5105855321942413,533.5,23.52,Millennials
710,61,Male,132056,28,7.1,61,0.16,True,1,2129.935483870968,0.21203125946568122,433.09999999999997,4.48,Seniors
711,56,Male,74238,66,1.3,89,0.43,False,1,824.8666666666667,0.8890325709205528,115.7,28.38,Gen X
712,44,Female,78608,38,8.7,8,0.54,False,0,8734.222222222223,0.4834113576226338,69.6,20.520000000000003,Gen X
713,27,Male,109081,37,5.1,16,0.02,True,1,6416.529411764706,0.3391974771041703,81.6,0.74,Millennials
714,43,Male,136572,68,1.2,176,0.44,False,1,771.5932203389831,0.4979058665026506,211.2,29.92,Gen X
715,36,Female,51897,86,5.7,116,0.78,False,0,443.56410256410254,1.6571285430757077,661.2,67.08,Millennials
716,56,Male,70961,90,4.5,61,0.68,True,1,1144.532258064516,1.2683023069009738,274.5,61.2,Gen X
717,20,Male,88703,49,8.8,15,0.64,False,1,5543.9375,0.5524052174109105,132.0,31.36,Gen Z
718,62,Female,64757,43,2.4,193,0.91,True,0,333.79896907216494,0.6640208780517937,463.2,39.13,Seniors
719,30,Male,46917,36,8.4,150,0.02,True,1,310.7086092715232,0.7673124880107424,1260.0,0.72,Millennials
720,67,Male,42736,58,5.8,131,0.56,True,1,323.75757575757575,1.3571695994009734,759.8,32.480000000000004,Seniors
721,45,Female,47990,13,1.0,102,0.79,False,0,465.92233009708735,0.27088976870181286,102.0,10.27,Gen X
722,37,Female,82551,52,9.7,54,0.54,False,0,1500.9272727272728,0.6299136291504646,523.8,28.080000000000002,Millennials
723,45,Female,78161,58,5.4,14,0.32,False,0,5210.733333333334,0.742058059646115,75.60000000000001,18.56,Gen X
724,25,Male,99623,32,3.3,36,0.14,False,1,2692.5135135135133,0.32121096533932925,118.8,4.48,Gen Z
725,58,Female,42440,81,5.0,105,0.89,False,0,400.37735849056605,1.9085768143261075,525.0,72.09,Gen X
726,56,Male,55205,60,8.6,82,0.47,False,1,665.1204819277109,1.086858074449778,705.1999999999999,28.2,Gen X
727,18,Female,141156,83,3.4,67,0.88,False,0,2075.823529411765,0.5880019269460739,227.79999999999998,73.04,Gen Z
